OBJ_Critical= 0.37                                                                
fOBJ  LF0 r0  fINP  VP  PAR1  KP1 PAR2  PAR3  Qmax  Kba Kdes  rE  pEP fpEM  fD  gD  Vg  alpha KD  Yg  Ygsl  Q10 gamma beta  WPA2D tau wdorm VNup_MB KsNH4_MB  KsNO3_MB  Vnit  Vdenit  PAR4
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001105 0.01148073  0.74193688  0.86812989  0.35726756  0.01943482  0.01053965  0.00010053  0.37971784  0.01016101  1.75313319  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011934  0.01199117  0.87721359  0.85796147  0.32831731  0.01898495  0.01050659  0.00010047  0.36434145  0.01016119  1.74082426  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011653  0.01163901  0.60482835  0.87628354  0.39148664  0.02045331  0.01041809  0.00010055  0.38854153  0.01016096  1.76455526  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.000111  0.01054865  0.96735697  0.84605325  0.24985136  0.02143247  0.01077482  0.00010558  0.39749334  0.01019065  1.70023206  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010976  0.00995281  1.20826526  0.86853132  0.22294067  0.0205646 0.01096595  0.00010895  0.37781904  0.01019555  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.000111  0.01054865  0.96735697  0.84605325  0.24985136  0.02143247  0.01077482  0.00010558  0.39749334  0.01019065  1.70023206  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010976  0.00995281  1.20826526  0.86853132  0.22294067  0.0205646 0.01096595  0.00010895  0.37781904  0.01019555  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011009  0.00995281  1.31697606  0.86853132  0.23576816  0.0205646 0.01108261  0.00010895  0.37624554  0.01019555  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.000111  0.01054865  0.96735697  0.84605325  0.24985136  0.02143247  0.01077482  0.00010558  0.39749334  0.01019065  1.70023206  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.000112  0.0098111 1.29822214  0.86701532  0.25677378  0.0209781 0.01106713  0.00010784  0.38440871  0.01022625  1.70389046  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011072  0.01019688  1.09417302  0.8539039 0.24671715  0.02121552  0.01089806  0.00010717  0.39013573  0.01020726  1.70359375  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011073  0.0101733 1.09638572  0.85756443  0.24442519  0.02100428  0.01096092  0.00010747  0.3890044 0.01020626  1.70513774  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010976  0.00995281  1.20826526  0.86853132  0.22294067  0.0205646 0.01096595  0.00010895  0.37781904  0.01019555  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011009  0.00964492  1.31697606  0.87910531  0.23576816  0.02063709  0.01108261  0.0001098 0.37624554  0.01019867  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011009  0.00995281  1.31697606  0.86853132  0.23576816  0.0205646 0.01108261  0.00010895  0.37624554  0.01019555  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001102 0.010155  1.16866478  0.86181012  0.23968165  0.02056732  0.0109743 0.00010717  0.38444166  0.01020437  1.70617956  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011 0.01014019  1.14636218  0.86055253  0.24848086  0.02090192  0.01097561  0.00010757  0.38824755  0.01019833  1.70519046  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010976  0.009902  1.20826526  0.87113775  0.22294067  0.02037719  0.01096595  0.00010877  0.37781904  0.01018482  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010958  0.01009999  1.12870968  0.86039618  0.24908068  0.02088765  0.01096028  0.00010767  0.38632292  0.01020277  1.71235191  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011031  0.01033493  1.09833354  0.85781469  0.23926243  0.02079096  0.01088889  0.00010723  0.38691601  0.01017686  1.71260142  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.000111  0.01054865  0.96735697  0.84605325  0.24985136  0.02143247  0.01077482  0.00010558  0.39749334  0.01019065  1.70023206  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011156  0.01030054  1.11221539  0.85610239  0.2346401 0.02079814  0.01085952  0.00010701  0.38823777  0.01018125  1.71194535  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011095  0.01000563  1.04603779  0.86224093  0.24285625  0.0214735 0.01081899  0.00010818  0.39060986  0.01019256  1.70604678  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010922  0.01010927  0.90980197  0.86118873  0.21751218  0.02102792  0.01063696  0.00010719  0.38884435  0.01019613  1.70636123  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.000112  0.0098111 1.29822214  0.86701532  0.25677378  0.0209781 0.01106713  0.00010784  0.38440871  0.01022625  1.70389046  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011047  0.01010889  1.12701662  0.86146193  0.24206816  0.02092572  0.01091592  0.00010714  0.38699647  0.01020861  1.70528496  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010938  0.00966007  1.05627738  0.860475  0.24650116  0.02110142  0.01091984  0.0001069 0.39093841  0.01025123  1.70219057  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011047  0.0102849 1.06244619  0.85488913  0.24527671  0.02115299  0.01087073  0.00010665  0.39122604  0.01020172  1.7031237 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011102  0.01006945  1.09323198  0.86365872  0.23409229  0.02091181  0.0108776 0.00010804  0.38771308  0.01019186  1.70546769  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001102 0.01019218  1.06552098  0.86012575  0.240019  0.0209697 0.01088318  0.00010753  0.38790955  0.01018583  1.70915559  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011009  0.00964492  1.31697606  0.87910531  0.23576816  0.02063709  0.01108261  0.0001098 0.37624554  0.01019867  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011009  0.00995281  1.31697606  0.86853132  0.23576816  0.0205646 0.01108261  0.00010895  0.37624554  0.01019555  1.70708648  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011016  0.01019573  1.10800335  0.86023619  0.23991081  0.02084794  0.01091128  0.00010743  0.38709582  0.01021629  1.70631337  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011151  0.01026202  0.99242899  0.85324199  0.25644802  0.0216763 0.0108128 0.00010663  0.39817608  0.01021112  1.70180472  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011068  0.01005925  1.13525694  0.86267262  0.24353991  0.02087384  0.01092123  0.00010787  0.38488228  0.01019481  1.71547312  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010958  0.01009999  1.12870968  0.86039618  0.24908068  0.02088765  0.01096028  0.00010767  0.38632292  0.01020277  1.71235191  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011102  0.01006945  1.09323198  0.86365872  0.23409229  0.02091181  0.0108776 0.00010804  0.38771308  0.01019186  1.70546769  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011816  0.00930853  0.73850788  0.86085589  0.1814557 0.01941639  0.01090052  0.00010007  0.43175406  0.00931132  1.70824481  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010031  0.00877546  0.60192552  0.83658716  0.30172223  0.02019964  0.01096615  0.00010015  0.41866389  0.00899359  1.73282834  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001103 0.00918257  0.56361966  0.8188898 0.25010125  0.02005207  0.01091385  0.00010142  0.4090165 0.00895732  1.73282834  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011599  0.00877546  0.57310081  0.83658716  0.23876597  0.02019964  0.01088992  0.00010015  0.41382894  0.00899359  1.73282834  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011275  0.00909077  0.75224254  0.86191567  0.214828  0.0193585 0.01078094  0.00010066  0.42928063  0.00917806  1.73195172  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011816  0.00930853  0.73850788  0.86085589  0.1814557 0.01941639  0.01090052  0.00010007  0.43175406  0.00931132  1.70824481  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010835  0.00976655  0.80965364  0.87375479  0.10900624  0.02103096  0.01023881  0.00010006  0.41547572  0.01012882  1.72454499  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010654  0.01032915  0.86717214  0.83979971  0.11107483  0.02059779  0.01023374  0.00010006  0.39923464  0.01010006  1.70469757  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010783  0.00911499  0.85778763  0.87375479  0.10868408  0.02103096  0.01026682  0.00010006  0.4149734 0.01012882  1.72736024  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010703  0.00851965  0.78868157  0.85932282  0.10926649  0.02272967  0.01030676  0.00010006  0.43663961  0.01013239  1.73355427  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010835  0.00976655  0.80965364  0.87375479  0.10900624  0.02103096  0.01023881  0.00010006  0.41547572  0.01012882  1.72454499  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001073 0.00999552  0.88469465  0.85973014  0.10929815  0.02115932  0.01022749  0.00010006  0.40982879  0.01012068  1.72786114  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010703  0.00851965  0.78868157  0.85932282  0.10926649  0.02272967  0.01030676  0.00010006  0.43663961  0.01013239  1.73355427  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010205  0.00908422  0.2737142 0.87834224  0.43157606  0.02106485  0.0101732 0.00010006  0.40022915  0.01000567  1.73139205  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010205  0.00908422  0.2737142 0.87834224  0.43157606  0.02106485  0.0101732 0.00010006  0.40022915  0.01000567  1.73139205  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010355  0.00875734  0.27778949  0.86334027  0.37416115  0.02099971  0.01024086  0.00010006  0.41490601  0.00931722  1.7818651 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001041 0.00942492  0.34313155  0.8729616 0.33136833  0.02086527  0.01016351  0.00010006  0.42960099  0.0093246 1.77793296  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001019 0.01114049  0.13069772  0.86568021  0.53195142  0.01868675  0.01008581  0.00010006  0.36674184  0.00898456  1.78013141  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010205  0.00908422  0.2737142 0.87834224  0.43157606  0.02106485  0.0101732 0.00010006  0.40022915  0.01000567  1.73139205  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.325 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001041 0.00942492  0.34313155  0.8729616 0.33136833  0.02086527  0.01016351  0.00010006  0.42960099  0.0093246 1.77793296  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0150298 0.41480704  0.88045059  0.12462226  0.01765325  0.01002831  0.0001012 0.31820385  0.01030139  1.73441634  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01242949  0.13978455  0.87084803  0.128018  0.01930279  0.01003271  0.00010666  0.34459179  0.01019345  1.70055871  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0150298 0.86216825  0.88045059  0.1536698 0.01765325  0.01002816  0.0001012 0.32153014  0.01030139  1.71517012  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0150298 0.41480704  0.88045059  0.12462226  0.01765325  0.01002831  0.0001012 0.31820385  0.01030139  1.73441634  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01481738  0.60529038  0.8878392 0.1399387 0.01775703  0.01002115  0.00010531  0.32468003  0.01023058  1.70479013  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01334173  0.13628731  0.88559308  0.11895422  0.01809822  0.01002714  0.00010411  0.33212135  0.01025784  1.70839676  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0150298 0.44101663  0.88045059  0.17616412  0.01765325  0.01004179  0.0001012 0.33747044  0.01030139  1.70884556  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0150181 0.28694759  0.88364457  0.12011586  0.01772604  0.0100386 0.00010416  0.31760257  0.01024272  1.71128095  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0150298 0.41480704  0.88045059  0.12462226  0.01765325  0.01002831  0.0001012 0.31820385  0.01030139  1.73441634  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01334173  0.13628731  0.88559308  0.11895422  0.01809822  0.01002714  0.00010411  0.33212135  0.01025784  1.70839676  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0150298 0.41480704  0.88045059  0.12462226  0.01765325  0.01002831  0.0001012 0.31820385  0.01030139  1.73441634  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010808  0.00851648  0.55712196  0.81438659  0.20266579  0.02188038  0.01003249  0.00010006  0.48354419  0.00698632  1.87563231  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010808  0.00851648  0.55712196  0.81438659  0.20266579  0.02188038  0.01003249  0.00010006  0.48354419  0.00698632  1.87563231  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010784  0.00892335  0.56475239  0.77110082  0.13729625  0.01937853  0.0102458 0.00010006  0.46795359  0.00529063  1.94124606  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010784  0.00892335  0.56475239  0.77110082  0.13729625  0.01937853  0.0102458 0.00010006  0.46795359  0.00529063  1.94124606  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00013199  0.00933331  1.37697866  0.83090346  0.10026593  0.01758388  0.0108539 0.00010006  0.41181595  0.00748648  1.74986386  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001077 0.00744399  0.55976019  0.88368442  0.45013746  0.02393076  0.01002697  0.00010006  0.4531765 0.01003225  1.76555584  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001074 0.00854369  0.56461497  0.87894548  0.45323515  0.02524309  0.01002695  0.00010006  0.45439374  0.01027967  1.76250377  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010342  0.00858609  0.46472093  0.88930364  0.47189924  0.02472106  0.01003718  0.00010006  0.46456278  0.01026618  1.718884  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001074 0.00881617  0.56461497  0.88434966  0.45323515  0.02477999  0.01002695  0.00010006  0.45439374  0.0102456 1.76250377  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010418  0.00783522  0.57775903  0.89461335  0.40864414  0.02461999  0.0100291 0.00010006  0.45775344  0.0103819 1.77647517  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011107  0.00782079  0.59515697  0.88316373  0.53082657  0.02518595  0.01002716  0.00010006  0.47599838  0.01021 1.73186363  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001074 0.00854369  0.56461497  0.87894548  0.45323515  0.02524309  0.01002695  0.00010006  0.45439374  0.01027967  1.76250377  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010342  0.00858609  0.46472093  0.88930364  0.47189924  0.02472106  0.01003718  0.00010006  0.46456278  0.01026618  1.718884  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010963  0.00889905  0.44860349  0.84987623  0.19311945  0.01775002  0.01211283  0.00010006  0.45371829  0.00732374  1.71708347  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010963  0.00889905  0.44860349  0.84987623  0.19311945  0.01775002  0.01211283  0.00010006  0.45371829  0.00732374  1.71708347  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010006  0.00944522  0.18169148  0.88593116  0.13708319  0.02079247  0.01059008  0.00010111  0.42720579  0.00908874  1.79860388  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010976  0.00921039  0.20921346  0.87896732  0.11867253  0.02108279  0.0101077 0.0001033 0.41358112  0.00879524  1.88536432  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010006  0.00944522  0.18169148  0.88593116  0.13708319  0.02079247  0.01059008  0.00010111  0.42720579  0.00908874  1.79860388  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001154 0.00850878  1.35309726  0.87232509  0.24708204  0.0214524 0.01197219  0.00010006  0.44453153  0.00941488  1.71091868  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010953  0.00850878  1.33892194  0.87232509  0.27479508  0.0214524 0.01032433  0.00010006  0.43490661  0.00941488  1.79521533  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011233  0.00864434  1.39151254  0.87018667  0.23465731  0.02158627  0.01095147  0.00010006  0.43716815  0.0094671 1.77820213  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001223 0.01745621  0.44481334  0.89429637  0.18724582  0.01545714  0.01056532  0.00010032  0.29863531  0.01016402  1.70976653  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011942  0.01856837  0.46080885  0.89299191  0.14744048  0.015439  0.01058661  0.00010069  0.28499988  0.01017692  1.70562681  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.326 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00012432  0.01736591  0.44136633  0.89381897  0.19628347  0.01541902  0.01057019  0.00010045  0.29207623  0.01016411  1.71137907  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
